Artist,Title,Week(s) in Charts,Peak,Week
The Black Eyed Peas,The Time (Dirty Bit),35,1,2011-07-24
The Black Eyed Peas,Rock That Body,12,27,2010-06-06
The Black Eyed Peas,Meet Me Halfway,34,3,2010-06-27
The Black Eyed Peas,Just Can't Get Enough,24,3,2011-08-14
The Black Eyed Peas,I Gotta Feeling,87,1,2011-05-29
The Black Eyed Peas,Don't Stop The Party,18,25,2011-11-06
The Black Eyed Peas,Boom Boom Pow,46,4,2010-03-14
The Baseballs,Umbrella,32,9,2010-01-10
The Baseballs,Hello,1,68,2011-05-01
The Avener feat. Rodriguez,Hate Street Dialogue,3,41,2015-03-22
The Avener feat. Ane Brun,To Let Myself Go,1,69,2015-02-01
The Avener,Fade Out Lines,41,3,2015-07-19
The Asteroids Galaxy Tour,The Golden Age,23,7,2011-12-18
Texas,The Conversation,22,15,2013-09-15
Tayna x Mozzik,Edhe ti,2,26,2020-02-09
Tayna & L'Algérino,Moona,1,83,2021-01-24
Tayna,Qe qe,2,45,2020-09-06
Taylor Swift feat. Kendrick Lamar,Bad Blood,12,28,2015-08-09
Taylor Swift feat. Brendon Urie of Panic! At The Disco,Me!,10,12,2019-07-07
Taylor Swift feat. Bon Iver,Exile,2,48,2020-08-09
Taylor Swift,You Need To Calm Down,13,22,2019-09-15
Taylor Swift,Willow,8,21,2021-02-07
Taylor Swift,We Are Never Ever Getting Back Together,21,21,2013-02-17
Taylor Swift,The Man,1,80,2019-09-01
Taylor Swift,The 1,1,92,2020-08-02
Taylor Swift,Shake It Off,35,7,2015-04-19
Taylor Swift,Mine,2,46,2010-11-21
Taylor Swift,Lover,5,52,2019-12-01
Taylor Swift,Look What You Made Me Do,13,6,2017-11-26
Taylor Swift,I Knew You Were Trouble,25,8,2013-06-30
Taylor Swift,Gorgeous,1,46,2017-10-29
Taylor Swift,Delicate,3,88,2018-04-08
Taylor Swift,Christmas Tree Farm,1,99,2019-12-29
Taylor Swift,Champagne Problems,1,92,2020-12-20
Taylor Swift,Cardigan,2,51,2020-08-09
Taylor Swift,Call It What You Want,1,96,2017-11-12
Taylor Swift,Blank Space,24,12,2015-05-03
Taylor Swift,...Ready For It?,5,41,2017-11-26
Tayc,Le temps,8,10,2021-04-25
Tay Schmedtmann,Lauf Baby lauf,1,43,2016-12-25
Tate McRae,You Broke Me First,37,13,2021-05-02
Take That,The Flood,21,6,2011-03-27
Takasa,You And Me,3,21,2013-06-02
Takagi & Ketra| Omi & Giusy Ferreri,Jambo,27,11,2019-12-01
Takagi & Ketra feat. Lorenzo Fragola & Arisa,L'esercito del selfie,5,53,2017-09-03
Takagi & Ketra feat. Giusy Ferreri & Sean Kingston,Amore e capoeira,34,2,2019-02-17
Taio Cruz feat. Pitbull,There She Goes,22,2,2012-10-14
Taio Cruz feat. Ludacris,Break Your Heart,46,1,2011-12-11
Taio Cruz feat. Kylie Minogue,Higher,29,4,2011-07-03
Taio Cruz feat. Flo Rida,Hangover,34,1,2012-07-15
Taio Cruz,World In Our Hands,6,40,2012-11-25
Taio Cruz,Troublemaker,22,7,2012-06-24
Taio Cruz,Dynamite,32,3,2012-01-08
Tainy x J Balvin,Agua,4,80,2020-09-06
Tainy / Anuel AA / Ozuna,Adicto,2,87,2019-10-06
Taddl & Marley,Roadin',1,46,2014-09-14
Tacabro,Tacatá,26,1,2013-01-20
T-Pain feat. Wiz Khalifa & Lily Allen,5 O'Clock,7,47,2012-02-12
Söhne Mannheims,Und wenn ein Lied,33,3,2010-02-28
Söhne Mannheims,Gesucht &amp; gefunden,1,57,2012-09-16
Söhne Mannheims,Freiheit,1,70,2011-05-29
Symba [DE],Mario Run,1,90,2020-08-09
Symba [DE],Battlefield Freestyle,1,75,2020-11-15
Symba [DE],Angels sippen,4,79,2020-05-03
Swedish House Mafia vs. Tinie Tempah,Miami 2 Ibiza,22,19,2011-04-03
Swedish House Mafia vs. Knife Party,Antidote,1,70,2012-01-08
Swedish House Mafia feat. John Martin,Don't You Worry Child,36,7,2013-06-30
Swedish House Mafia,Save The World,19,26,2011-10-02
Swedish House Mafia,One,35,13,2011-04-17
Swedish House Mafia,Greyhound,5,33,2012-04-29
Swae Lee feat. Slim Jxmmi,Guatemala,4,71,2018-05-20
Swae Lee feat. Drake,Won't Be Late,2,60,2019-09-01
Susan Boyle,I Dreamed A Dream,4,37,2010-01-03
Survivor,Eye Of The Tiger,33,6,2015-01-04
Surfaces,Sunday Best,22,23,2020-07-26
Surf Mesa feat. Emilee,ILY (I Love You Baby),31,4,2020-11-01
SuperHeavy,Miracle Worker,3,63,2011-10-16
Sunstroke Project,Hey Mamma,1,55,2017-05-21
Sunrise Avenue,You Can Never Be Ready,11,29,2014-12-07
Sunrise Avenue,Thank You For Everything,1,68,2019-12-15
Sunrise Avenue,Nothing Is Over,2,20,2014-12-07
Sunrise Avenue,Lifesaver,21,12,2014-10-19
Sunrise Avenue,I Help You Hate Me,18,16,2018-01-14
Sunrise Avenue,Hollywood Hills,51,3,2013-11-24
Sunrise Avenue,Heartbreak Century,2,54,2018-05-13
Sunrise Avenue,Fairytale Gone Bad,67,2,2013-11-17
Sunrise Avenue,Dreamer,1,32,2018-07-15
Sun Diego,Eloah,1,59,2018-04-15
Summer Cem x Gringo,Yallah Goodbye,3,20,2019-07-28
Summer Cem feat. Veysel,Santorini,3,65,2018-08-05
Summer Cem feat. RAF Camora,Molotov,1,60,2018-08-05
Summer Cem feat. Luciano,Summer Cem,8,6,2019-11-24
Summer Cem feat. KC Rebell & Capital Bra,Chinchilla,2,35,2018-05-27
Summer Cem feat. KC Rebell,Rollerblades,3,21,2019-09-01
Summer Cem feat. Elias,Bayram,1,70,2019-08-04
Summer Cem feat. Capital Bra,Diamonds,14,5,2019-09-29
Summer Cem & Bausa,Casanova,16,37,2018-09-16
Summer Cem,Tamam Tamam,5,45,2018-05-27
Summer Cem,Swish,4,18,2019-12-08
Summer Cem,Primetime,6,25,2019-11-17
Summer Cem,Pompa,1,55,2019-12-01
Summer Cem,Mambo No. 5,1,74,2019-12-15
Stubete Gäng,Petra Sturzenegger,5,57,2020-03-15
Stubete Gäng,Göschene Airolo,1,88,2020-03-01
Stromae,Tous les mêmes,24,27,2014-04-27
Stromae,Te quiero,3,62,2010-08-22
Stromae,Papaoutai,58,4,2014-09-07
Stromae,Formidable,43,13,2014-08-03
Stromae,Alors on danse,69,1,2014-08-03
Stress| Noah Veraguth & Bastian Baker,All My Life,1,35,2012-12-09
Stress feat. Sway Clarke II,Love You When I'm High,6,37,2014-12-14
Stress feat. Noah Veraguth,Elle,26,7,2013-04-07
Stress feat. Nicole Bernegger,Horizon,11,15,2015-03-15
Stress feat. M.A.M & Nassi,'95,1,62,2015-06-07
Stress feat. Kaspar E. Glättli III,Au poste,8,43,2011-10-30
Stress & Noah Veraguth,Starship,6,32,2013-01-20
Stress & Bastian Baker,Back In My Life,12,34,2013-05-26
Stress,Si loin,14,16,2010-03-14
Stress,Fuck Stress,1,70,2011-10-23
Stress,C'est réel,7,9,2010-07-25
Stormzy feat. Ed Sheeran & Burna Boy,Own It,11,27,2020-02-16
Sting feat. Cheb Mami,Desert Rose,39,3,2012-11-25
Steve Aoki feat. BTS,Waste It On Me,1,81,2018-11-04
Steve Aoki & Louis Tomlinson,Just Hold On,15,26,2017-03-26
Stereoact feat. Kerstin Ott,Die immer lacht,46,17,2018-01-21
Stereoact feat. Chris Cronauer,Nummer Eins,2,89,2017-01-22
Steff la Cheffe,Habibi,3,30,2018-05-20
Steff la Cheffe,Ha ke Ahnig,27,16,2013-09-29
Stefanie Kloß,An Angel,1,89,2017-06-25
Stefanie Heinzmann feat. Gentleman,Roots To Grow,6,56,2010-06-20
Stefanie Heinzmann feat. Alle Farben,Build A House,13,38,2018-12-23
Stefanie Heinzmann,On Fire,9,40,2015-10-25
Stefanie Heinzmann,In The End,12,9,2015-05-31
Stefanie Heinzmann,Heimweh,1,78,2020-03-22
Stefanie Heinzmann,Fire,1,53,2013-03-31
Stefanie Heinzmann,Diggin' In The Dirt,14,6,2013-03-31
StaySolidRocky,Party Girl,15,36,2020-08-30
Starley,Call On Me,40,8,2017-08-20
Starian Dwayne McCoy,Hold Me,1,37,2021-04-11
Stargate feat. P!nk & Sia,Waterfall,8,38,2017-05-07
Stanfour,Wishing You Well,7,48,2010-04-04
Stanfour,Life Without You,3,58,2010-07-18
Stanfour,In Your Arms,24,21,2010-04-04
Sportfreunde Stiller,Das Geschenk,3,58,2016-10-23
Sportfreunde Stiller,Applaus!! Applaus!!,33,8,2014-01-12
Sportfreunde Stiller,'54| '74| '90| 2010,1,66,2010-07-18
SosMula x Bonez MC,1K Shotz,1,41,2019-05-19
Soprano,Roule,1,99,2017-05-14
Soolking feat. Mero,Hayati,2,23,2020-04-05
Soolking feat. Dadju,Meleğim,8,52,2020-04-05
Sons Of Nature,I Love,6,1,2012-11-25
Some & Any,Last Man Standing,1,26,2010-01-03
Soluna Samay,Should've Known Better,1,67,2012-06-10
Soko,We Might Be Dead By Tomorrow,2,60,2014-03-23
Sofiane feat. Azet,Remontada,1,95,2020-03-29
Sofia Reyes x Rita Ora x Anitta,R.I.P.,2,56,2019-03-31
Sofia Reyes feat. Jason Derulo & De La Ghetto,1| 2| 3,10,63,2018-07-08
Snow Patrol,Chasing Cars,106,4,2014-04-27
Snow Patrol,Called Out In The Dark,20,11,2012-02-12
Snoop Lion feat. Collie Buddz,Smoke The Weed,1,60,2013-05-05
Snoop Dogg vs. David Guetta,Sweat,41,2,2012-01-22
Snoop Dogg & Wiz Khalifa feat. Bruno Mars,Young| Wild &amp; Free,36,6,2012-07-29
Snap!,Rhythm Is A Dancer,32,1,2015-01-18
Snakehips feat. Tinashe & Chance The Rapper,All My Friends,16,54,2016-05-15
Snakehips & MØ,Don't Leave,7,78,2017-03-12
Skrillex feat. Sirah,Bangarang,6,61,2013-02-03
Skrillex & Poo Bear,Would You Ever,4,63,2017-09-03
Skrillex & Diplo feat. Justin Bieber,Where Are Ü Now,34,28,2016-03-13
Sir Colin,The Game (The Time Is Now),1,38,2013-12-15
Sir Colin,Infinity 2012,2,14,2012-06-10
Sinplus feat. Mickey Shiloh,Y&amp;I,10,44,2017-04-02
Sinplus feat. Lady Chann,Love Is Free,5,11,2014-06-08
Sinplus,Up To Me,4,41,2014-02-16
Sinplus,Unbreakable,3,24,2012-06-10
Sinplus,Tieniti forte,9,25,2015-08-30
Sinplus,Phoenix From The Ashes,1,44,2013-11-03
Sinplus,Capisci (One Love),1,82,2016-11-27
Sina feat. Marc Sway,Wa du bisch,1,51,2013-02-17
Sina feat. Büne Huber,Ich schwöru,9,13,2011-04-24
Simple Plan feat. Sean Paul,Summer Paradise,22,11,2012-10-07
Simple Plan feat. Natasha Bedingfield,Jet Lag,10,54,2011-09-11
Simple Minds,Mandela Day,1,55,2013-12-22
Silk Sonic - Bruno Mars & Anderson .Paak,Leave The Door Open,8,23,2021-05-02
Silk City & Dua Lipa feat. Diplo & Mark Ronson,Electricity,6,46,2018-10-21
Silentó,Watch Me (Whip / Nae Nae),11,41,2015-10-25
Silbermond,Symphonie,24,56,2012-11-25
Silbermond,Leichtes Gepäck,10,30,2016-01-31
Silbermond,Krieger des Lichts,9,62,2010-01-31
Silbermond,Ja,12,26,2014-01-19
Silbermond,Himmel auf,16,21,2012-06-03
Sigma,Nobody To Love,22,8,2014-11-23
Sigala feat. Bryn Christopher,Sweet Lovin',14,31,2016-04-17
Sigala & Paloma Faith,Lullaby,2,52,2018-04-22
Sigala & James Arthur,Lasting Lover,1,41,2020-09-13
Sigala & Ella Eyre,Came Here For Love,15,49,2017-10-01
Sigala & Becky Hill,Wish You Well,1,64,2019-06-02
Sigala,Easy Love,22,10,2016-02-14
Sido mit Haftbefehl & Kool Savas,4 Uhr nachts,2,32,2018-12-16
Sido feat. Yonii & Beka,Melatonin,2,25,2019-06-30
Sido feat. Samra & Kool Savas,High,6,18,2019-10-13
Sido feat. Olexesh,Löwenzahn,1,60,2015-09-13
Sido feat. Monchi,Leben vor dem Tod,17,12,2019-12-01
Sido feat. Mark Forster,Einer dieser Steine,10,8,2014-02-02
Sido feat. Luciano,Energie,3,22,2019-08-04
Sido feat. Kool Savas,Masafaka,4,25,2016-12-11
Sido feat. Johannes Oerding,Pyramiden,2,47,2019-11-03
Sido feat. Hanybal,Ganz unten,1,83,2016-11-27
Sido feat. Dillon Cooper,Ackan,1,44,2015-06-07
Sido feat. Apache 207,2002,17,5,2020-02-02
Sido feat. Andreas Bourani,Astronaut,37,1,2016-04-24
Sido feat. Adel Tawil,Zuhause ist die Welt noch in Ordnung,3,47,2016-03-20
Sido feat. Adel Tawil,Der Himmel soll warten,8,28,2010-08-15
Sido,Wie Papa,2,18,2019-05-26
Sido,Tausend Tattoos,26,3,2019-04-28
Sido,Sie bleibt,5,39,2010-05-16
Sido,Papa ist da,1,88,2016-11-27
Sido,Liebe,8,26,2014-05-04
Sido,Hey du,11,21,2010-01-17
Sido,Das Buch,2,22,2019-06-09
Sido,Bilder im Kopf,33,4,2014-01-05
Sia x David Guetta,Floating Through Space,12,39,2021-05-02
Sia vs. David Guetta & Afrojack,Helium,1,43,2018-02-04
Sia feat. The Weeknd & Diplo,Elastic Heart,31,12,2015-08-16
Sia feat. Kendrick Lamar,The Greatest,33,1,2017-04-23
Sia,Unstoppable,20,26,2020-02-23
Sia,Together,14,61,2020-09-13
Sia,Snowman,9,14,2021-02-14
Sia,Saved My Life,1,79,2020-05-17
Sia,Santa's Coming For Us,4,42,2019-12-29
Sia,Never Give Up,24,33,2017-06-04
Sia,I'm Still Here,1,65,2018-10-21
Sia,Helium,6,19,2017-03-26
Sia,Fire Meet Gasoline,7,47,2015-07-19
Sia,Courage To Change,14,21,2021-03-07
Sia,Clap Your Hands,15,27,2010-10-17
Sia,Cheap Thrills,62,2,2017-05-07
Sia,Chandelier,63,2,2017-09-24
Sia,Bird Set Free,1,69,2016-02-07
Sia,Alive,7,30,2015-11-15
Shy'm,Je sais,7,68,2010-08-29
Shy'm,Et alors!,2,58,2012-08-12
Showtek feat. We Are Loud & Sonny Wilson,Booyah,7,45,2014-02-23
Shiva & Eiffel 65,Auto blu,1,96,2020-04-05
Shirin David feat. Maître Gims,On Off,6,6,2019-08-11
Shirin David & Xavier Naidoo,Nur mit dir,3,11,2019-10-13
Shirin David,Orbit,1,14,2019-02-03
Shirin David,ICE,2,28,2019-04-21
Shirin David,Hoes Up G's Down,2,13,2020-06-14
Shirin David,Gib ihm,9,9,2019-04-21
Shirin David,Fliegst Du mit,3,15,2019-06-09
Shirin David,Brillis,2,15,2019-09-08
Shirin David,90-60-111,4,10,2020-05-24
Shindy feat. Eko Fresh,Bruce Wayne,1,63,2013-08-18
Shindy feat. Bushido & Haftbefehl,Stress mit Grund,1,31,2013-08-18
Shindy feat. Bushido,Stress ohne Grund,1,45,2013-07-28
Shindy feat. Bushido,Statements,1,83,2016-11-20
Shindy feat. Bushido,Springfield 2,1,49,2013-08-18
Shindy feat. Bushido,Art Of War,1,98,2016-11-20
Shindy & OZ,Morning Sun,3,13,2020-09-20
Shindy,What's Luv,7,6,2020-05-24
Shindy,Tiffany,2,8,2019-12-22
Shindy,Sony Pictures,1,23,2020-04-12
Shindy,Shindy x Balkan Mix,1,71,2015-07-05
Shindy,Roli,1,38,2016-07-24
Shindy,Road2Goat,2,14,2019-03-17
Shindy,Raffaello,4,9,2019-08-11
Shindy,Nautilus,8,2,2019-07-28
Shindy,EFH,2,16,2019-07-07
Shindy,DODI,10,1,2019-05-19
Shindy,Crispy,1,39,2020-08-16
Shindy,Babygirl,2,21,2019-07-28
Shindy,Babyblau,1,27,2019-07-21
Shindy,Affalterbach,8,10,2019-05-26
Shindy,554,1,30,2020-02-09
Sheppard,Geronimo,28,15,2015-03-22
Shem Thomas,We Just Need A Little,2,49,2015-07-05
Shem Thomas,Crossroads,17,1,2014-08-17
Sheck Wes,Mo Bamba,14,56,2019-02-10
Shawn Mendes feat. Khalid,Youth,7,19,2018-06-24
Shawn Mendes / Justin Bieber,Monster,15,2,2021-03-07
Shawn Mendes & Camila Cabello,Señorita,60,1,2020-08-16
Shawn Mendes & Camila Cabello,I Know What You Did Last Summer,14,51,2016-04-17
Shawn Mendes,Wonder,18,19,2021-02-07
Shawn Mendes,Where Were You In The Morning?,1,71,2018-05-27
Shawn Mendes,Treat You Better,39,12,2017-03-12
Shawn Mendes,There's Nothing Holdin' Me Back,42,8,2018-02-04
Shawn Mendes,Stitches,40,6,2016-06-26
Shawn Mendes,Nervous,3,59,2018-07-15
Shawn Mendes,Mercy,27,4,2017-03-26
Shawn Mendes,Lost In Japan,2,23,2018-04-08
Shawn Mendes,In My Blood,26,5,2019-01-06
Shawn Mendes,If I Can't Have You,16,8,2019-08-25
Sharron Levy,Somebody I Used To Know,1,55,2012-02-12
Sharron Levy,Drowning,1,71,2012-02-19
Sharon Doorson,Fail In Love,1,75,2012-11-04
Shakira feat. Rihanna,Can't Remember To Forget You,17,7,2014-05-11
Shakira feat. Pitbull,Rabiosa,21,3,2011-10-02
Shakira feat. Nicky Jam,Perro fiel,11,62,2017-12-10
Shakira feat. Maluma,Chantaje,43,10,2017-08-27
Shakira feat. Freshlyground,Waka Waka (This Time For Africa),86,1,2012-02-12
Shakira feat. El Cata,Loca,40,1,2011-07-31
Shakira & Maluma,Clandestino,4,32,2018-08-19
Shakira & Anuel AA,Me gusta,6,42,2020-03-01
Shakira,Try Everything,3,55,2016-04-03
Shakira,She Wolf,23,3,2010-03-21
Shakira,Me enamoré!,24,32,2017-10-22
Shakira,Je l'aime à mourir,14,18,2012-04-01
Shakira,Gypsy,18,12,2010-08-08
Shakira,Did It Again,6,29,2010-01-24
Shakira,Dare (La La La),24,3,2014-09-07
Shakira,Addicted To You,3,70,2012-08-12
Shakin' Stevens,Merry Christmas Everyone,13,21,2021-01-03
Shaed,Trampoline,45,18,2020-03-29
Sfera Ebbasta feat. Quavo,Cupido,2,48,2018-02-04
Sfera Ebbasta feat. Miami Yacine,Uber,1,50,2018-01-28
Sfera Ebbasta feat. Marracash & Guè Pequeno,Tik Tok,1,73,2020-11-29
Sfera Ebbasta feat. J. Balvin,Baby,2,22,2020-12-06
Sfera Ebbasta feat. Future,Abracadabra,1,67,2020-11-29
Sfera Ebbasta,Rockstar,1,76,2018-01-28
Sfera Ebbasta,Happy Birthday,1,54,2018-12-09
Sfera Ebbasta,Bottiglie privè,1,72,2020-11-08
Sexion d'Assaut,Wati House,5,50,2012-09-30
Sexion d'Assaut,Ma direction,11,36,2012-08-19
Sexion d'Assaut,Désolé,37,15,2011-02-13
Sexion d'Assaut,Avant qu'elle parte,14,28,2012-07-01
Sevyn Streeter,How Bad Do You Want It (Oh Yeah),1,65,2015-04-12
Severino,Hero Of My Heart,1,19,2015-05-24
Seven / Xavier Naidoo,Ich tue es aus Liebe,1,59,2016-11-13
Seven,Walking With You,1,57,2013-02-17
Seven,The Art Is King,2,32,2012-10-14
Seven,On &amp; On [Unplugged],2,59,2010-11-21
Sero El Mero,Ohne Sinn,2,45,2019-05-19
Sero El Mero,Dein Fahrer,1,42,2019-06-30
Sens Unik,Sur tes ondes,1,66,2010-05-23
Senidah feat. RAF Camora,100%,6,6,2020-01-19
Selina & Hanspeter,Welcome Home,4,9,2012-05-06
Selig,Ohne dich,1,74,2013-11-24
Selena Gomez x Marshmello,Wolves,27,9,2018-05-06
Selena Gomez feat. Gucci Mane,Fetish,7,28,2017-09-03
Selena Gomez feat. A$AP Rocky,Good For You,29,25,2016-01-10
Selena Gomez & The Scene,Naturally,5,54,2010-05-23
Selena Gomez & Rauw Alejandro,Baila conmigo,12,28,2021-05-02
Selena Gomez,The Heart Wants What It Wants,5,52,2015-02-01
Selena Gomez,Same Old Love,21,47,2016-03-06
Selena Gomez,Rare,4,28,2020-02-09
Selena Gomez,Lose You To Love Me,19,2,2020-03-01
Selena Gomez,Look At Her Now,3,20,2019-11-17
Selena Gomez,Kill Em With Kindness,21,18,2016-11-13
Selena Gomez,Hands To Myself,16,40,2016-05-01
Selena Gomez,Feel Me,2,39,2020-03-08
Selena Gomez,Come &amp; Get It,10,42,2013-09-15
Selena Gomez,Boyfriend,1,63,2020-04-19
Selena Gomez,Bad Liar,11,31,2017-08-13
Selena Gomez,Back To You,18,20,2018-09-23
Selah Sue,This World,7,42,2011-12-04
Seeed,Cherry Oh 2014,1,64,2014-06-29
Seeed,Augenbling,24,15,2013-05-19
Sech feat. Darell,Otro trago,21,26,2019-10-20
Sech,Relación,9,47,2020-11-08
Sebastián Yatra| Daddy Yankee| Jonas Brothers| Natti Natasha,Runaway,1,96,2019-06-30
Sebastian Ingrosso / Tommy Trash / John Martin,Reload,2,70,2013-08-25
Sebastian Ingrosso + Alesso feat. Ryan Tedder,Calling (Lose My Mind),2,71,2012-09-02
Sean Paul feat. Kelly Rowland,How Deep Is Your Love,1,72,2012-02-12
Sean Paul feat. Dua Lipa,No Lie,31,32,2017-08-13
Sean Paul feat. Alexis Jordan,Got 2 Luv U,33,1,2012-04-08
Sean Paul + David Guetta feat. Becky G,Mad Love,19,36,2018-07-08
Sean Paul & J Balvin,Contra la pared,13,57,2019-07-07
Sean Paul,Turn It Up,1,31,2013-12-15
Sean Paul,She Doesn't Mind,32,1,2012-08-05
Sean Paul,Other Side Of Love,12,4,2013-11-10
Sean Paul,Hold My Hand,13,37,2010-08-01
Sean Paul,Hey Baby,3,36,2014-05-04
Sean Kingston / Justin Bieber,Eenie Meenie,2,74,2010-07-04
Scott McKenzie,San Francisco (Be Sure To Wear Some Flowers In Your Hair),3,8,2012-09-02
Scorpions,Wind Of Change,52,1,2011-11-20
Scissor Sisters,Fire With Fire,3,54,2010-10-17
Schoolboy Q| 2 Chainz & Saudi,X,1,77,2018-02-18
Schluneggers Heimweh,Rosmarie,6,53,2018-11-04
Schluneggers Heimweh,I ha es Meitschi gha,1,66,2016-11-13
Sch feat. Ninho,Prêt à partir,1,92,2018-10-28
Sch feat. Ninho,Mayday,1,54,2019-12-08
Sch feat. Jul,Mode akimbo,2,29,2021-04-04
Sch feat. Freeze Corleone,Mannschaft,3,19,2021-04-11
Sch - Kofs - Jul - Naps - Soso Maness - Elams - Solda - Houari,Bande organisée,20,7,2021-01-17
Sch,Ça ira,1,98,2019-12-01
Sch,Otto,1,79,2018-09-09
Sch,Marché noir,1,58,2021-02-14
Sch,Crack,1,30,2021-03-28
Saweetie feat. Doja Cat & Katja Krasavice,Best Friend [Remix],1,96,2021-05-02
Savas & Sido feat. Marteria,Normale Leute,1,95,2017-09-03
Savas & Sido feat. Lakman,Neue Welt,2,59,2017-10-08
Savas & Sido,Royal Bunker,1,83,2017-07-16
Savas & Sido,Jedes Wort ist Gold wert,1,62,2017-10-08
Savas & Sido,Haste nich gesehen,1,67,2017-10-08
Sasha Lopez & Broono feat. Andreea D,All My People,14,25,2012-01-29
Sasha Dith & Steve Modana,Radio Loves You,1,41,2012-09-09
Sarhad,Sinne,5,84,2020-08-30
Sarah McLachlan,Angel,14,17,2013-05-12
Sarah Lombardi,Te amo mi amor,2,42,2020-05-31
Sarah Engels & Pietro Lombardi,I Miss You,5,14,2011-07-31
Sarah Engels,Call My Name,4,2,2011-06-12
Sarah Connor & Henning Wehland,Bonnie &amp; Clyde,1,64,2016-10-02
Sarah Connor,Wie schön du bist,22,30,2016-01-17
Sarah Connor,Vincent,12,38,2019-12-22
Sarah Connor,Keiner ist wie du,3,22,2014-06-15
Sarah & Pietro,Dream Team,1,65,2013-04-07
Sarah,Genau hier,1,67,2018-04-22
Sara Bareilles,Brave,1,67,2014-04-13
Santos x Sido x Samra,Leere Hände,3,5,2021-05-02
Santigold,Disparate Youth,8,55,2012-08-26
Santana feat. India.Arie & Yo-Yo Ma,While My Guitar Gently Weeps,2,46,2010-10-10
Sanna Nielsen,Undo,2,11,2014-05-25
Sandro Silva & Quintino,Epic,12,14,2012-10-07
Samy Deluxe,Haus am Mehr,1,53,2016-05-08
Samra x Topic42,Lost,7,8,2021-01-31
Samra x Elif,Zu Ende,4,8,2020-02-23
Samra x Capital Bra,Zombie,7,6,2019-09-01
Samra x Capital Bra,Huracan,9,3,2019-11-10
Samra x Ano,Augen überall,1,39,2021-03-21
Samra feat. Capital Bra| Brudi30 & Kalazh44,Ghetto,5,15,2019-06-09
Samra feat. Capital Bra,Tief in die Nacht,1,37,2020-04-26
Samra & Capital Bra,Wieder Lila,27,2,2020-01-05
Samra & Capital Bra,Berlin,6,3,2020-05-03
Samra & Capital Bra,365 Tage,4,7,2020-05-17
Samra,Weiss,7,4,2020-03-29
Samra,Star,1,49,2021-05-02
Samra,Shoote ma Shoote,6,15,2019-05-19
Samra,Schüsse im Regen,3,6,2020-03-15
Samra,SMS,2,18,2021-03-07
Samra,Rohdiamant ٢٠٢٠,6,4,2020-11-15
Samra,Rohdiamant,1,37,2018-04-22
Samra,Roadrunner,2,29,2018-10-21
Samra,Mosaik,1,61,2019-05-05
Samra,Mon ami,5,4,2020-03-08
Samra,Miskin,2,23,2020-08-02
Samra,Marlboro Rot,5,7,2019-06-30
Samra,Lebst du noch,1,33,2020-09-06
Samra,Kennst du das?!,2,9,2020-11-29
Samra,Harami,7,1,2019-05-26
Samra,Goldjunge,1,48,2021-01-24
Samra,Diebe,1,38,2021-04-11
Samra,Colt,9,2,2020-02-09
Samra,Cataleya,13,3,2019-02-10
Samra,BaeBae,9,5,2020-06-14
Samra,95 BPM,2,23,2019-12-22
Samra,6 Uhr,3,11,2020-03-29
Samra,24 Stunden,3,16,2020-08-30
Sam Smith feat. Burna Boy,My Oasis,4,52,2020-08-30
Sam Smith & Normani,Dancing With A Stranger,21,17,2019-06-09
Sam Smith & Demi Lovato,I'm Ready,3,35,2020-05-10
Sam Smith,Writing's On The Wall,19,5,2016-03-06
Sam Smith,Too Good At Goodbyes,27,5,2018-03-18
Sam Smith,To Die For,7,42,2020-04-05
Sam Smith,Stay With Me,62,6,2015-07-19
Sam Smith,Pray,3,27,2017-11-19
Sam Smith,Money On My Mind,17,17,2014-07-06
Sam Smith,Lay Me Down,5,44,2015-05-24
Sam Smith,I'm Not The Only One,37,12,2015-05-31
Sam Smith,How Do You Sleep?,24,26,2020-01-19
Sam Smith,Have Yourself A Merry Little Christmas,3,38,2019-12-29
Sam Smith,Fire On Fire,10,35,2019-07-21
Sam Smith,Diamonds,23,31,2021-02-28
Sam Smith,Burning,2,52,2017-11-12
Sam Feldt feat. Rani,Post Malone,40,59,2020-08-30
Sam Feldt feat. Kimberly Anne,Show Me Love,12,38,2015-10-25
Sam Feldt,Winter Wonderland,1,78,2019-12-01
Salvador Sobral,Amar pelos dois,1,6,2017-05-21
Sak Noel,Loca People (What The F**k!),27,2,2012-02-12
Saint Motel,My Type,4,51,2014-11-30
Sage The Gemini,Now &amp; Later,16,46,2017-04-02
Safura,Drip Drop,1,22,2010-06-13
Sade,Soldier Of Love,7,25,2010-04-04
Sabrina Carpenter,Skin,1,99,2021-01-31
Sa4 feat. Maxwell| Gzuz| LX & Bonez MC,Allstars,1,61,2017-11-19
Sa4 feat. Bonez MC & Gzuz,Schnell machen,2,36,2017-10-29
SZA| The Weeknd & Travis Scott,Power Is Power,2,67,2019-05-05
SZA x Justin Timberlake,The Other Side,1,47,2020-03-08
SZA,Good Days,8,39,2021-03-14
SSIO / Adulis Ghebreyesus,Ibis Hotel,1,73,2019-12-01
SSIO,Testo E,1,68,2019-11-10
SSIO,TBC,1,59,2020-10-18
SSIO,Huli,1,68,2019-12-08
SSIO,Hash Hash,2,17,2019-10-13
SEBalter,Hunter Of Stars,3,6,2014-05-25
SDP feat. Adel Tawil,Ich will nur dass du weißt,2,41,2016-04-24
